Date, Company, Abstract, Score
4/26/21,American Airlines,Alaska Airlines said it had suspended State Senator Lora Reinbold from flying because she refused to comply with its mask rules.,0
4/20/22,American Airlines,"After a federal mask mandate was struck down on Monday, travelers are facing a patchwork of rules spanning air travel, trains, buses, cruise ships and ride-hailing services. Here’s what to know.",-0.155555556
4/22/20,American Airlines,The latest on stock market and business news during the coronavirus outbreak.,0.5
6/29/22,American Airlines,"Spirit Airlines said it would continue to talk with both suitors, putting off a shareholder vote until July 8.",0
1/27/21,American Airlines,"Four years after a man was dragged from a plane, amended rules regarding involuntary bumping and oversold flights are about to be enacted. And there are more changes to come.",0.5
3/27/20,American Airlines,Live updates on stock market and business news during the coronavirus outbreak.,0.136363636
7/28/22,American Airlines,"The deal, which values Spirit at $3.8 billion, was announced a day after Frontier’s bid for Spirit fell apart. It is likely to face antitrust scrutiny.",0
4/5/22,American Airlines,"JetBlue’s offer is worth more than Frontier’s, but the combination of Spirit and JetBlue is less of a clear fit, industry analysts say.",0.226666667
5/24/21,American Airlines,The European Union told airlines to avoid Belarusian airspace after the country forced a commercial flight to land in order to arrest a journalist.,-0.0875
1/20/22,American Airlines,Wireless carriers and the air travel industry have many issues to work out.,0.5
6/29/21,American Airlines,"The carrier is ordering 270 single-aisle planes from Boeing and Airbus, signaling confidence that the pandemic is receding and travelers will spend on premium service.",0
8/6/21,American Airlines,"United Airlines employees will be required to upload proof of vaccination within five weeks of the Food and Drug Administration’s fully approving a vaccine or by Oct. 25, whichever comes first.",0.25
1/25/22,American Airlines,"He is fully vaccinated and has had his booster shot and is experiencing mild symptoms, a Dallas venue announced as it postponed two concerts.",0.333333333
5/24/22,American Airlines,Airlines are within their contractual rights to cancel booked flights and place passengers on less-convenient routes with hours-long layovers. Our columnist investigates whether travelers have any recourse.,0
5/24/21,American Airlines,"The carrier will give away 30 pairs of tickets throughout June, and give five MileagePlus members a grand prize of travel for a year.",0.5
11/23/22,American Airlines,"Small-market airports have borne the brunt of schedule cutbacks, with some losing commercial service entirely. That has travelers facing steeper fares, inconvenient routes or long drives to bigger terminals.",-0.13
9/29/21,American Airlines,"About 600 people out of the company’s 67,000-person U.S. work force are set to lose their jobs. The airline said it would work with employees who decide to get vaccinated after the company deadline.",0
1/18/22,American Airlines,Whether the change would end the long conflict between the telecom and aviation industries wasn’t clear.,0.025
12/1/21,American Airlines,"The agency said it was “issuing this directive to prevent the importation and spread of a communicable disease of public health importance,” an apparent reference to the new Omicron variant.",0.062121212
10/11/21,American Airlines,The airline and its pilots union denied that the cancellations were related to the company’s decision to require employees to be vaccinated against the coronavirus.,0
3/26/22,American Airlines,A post-Omicron travel boom has encountered headwinds from fuel costs and the war in Ukraine. Here’s how changes in the airline industry could affect the cost of your next trip.,0
12/31/21,American Airlines,"Airlines and passengers are ending the year with many of their plans upended. And New Year’s weekend may be bumpy, too.",0.318181818
12/29/21,American Airlines,Some say the airlines. Others say Omicron.,0
5/21/20,American Airlines,"The player, who was not named in the suit, said the woman sitting next to him on a redeye flight from Los Angeles to Newark also ripped off the face mask that he was wearing to protect against the coronavirus.",0
1/11/22,American Airlines,"United Airlines’ chief executive said that 3,000 workers recently tested positive and that it was cutting its flight schedule to manage the shortage of workers.",-0.124242424
1/7/22,American Airlines,"A group of Canadian social media influencers and others flouted Covid-19 rules on a flight to Cancún, Mexico, resulting in airlines leaving many of them without a way home.",0.266666667
1/12/22,American Airlines,"As the American Airlines flight was boarding on Tuesday afternoon, the passenger entered the cockpit and “caused damage,” the airline said.",0
7/15/20,American Airlines,"Airlines have canceled orders for hundreds of the troubled jet because of its safety problems and the pandemic, but others are still eager to buy them.",-0.5
3/31/20,American Airlines,Live updates on stock market and business news during the coronavirus outbreak.,0.136363636
9/16/20,American Airlines,"Sarah Firshein tries to resolve  how a nonstop with seat selection became a packed “split flight,” with concerns over proper cleaning and an arrival two hours later than expected.",-0.05
10/8/20,American Airlines,"Speaker Nancy Pelosi of California on Thursday said she would not agree to stand-alone aid package for airlines unless the Trump administration committed to a broader pandemic relief plan to help struggling Americans, declaring that “there is no stand-alone bill without a bigger bill.”",0
1/13/20,American Airlines,"More companies are setting up shop in the country, and more Indians who live elsewhere are returning to visit. Plus, tourism is growing.",0.378787879
10/2/21,American Airlines,"Over the course of a year, the company and its unions grappled with when and how to require vaccination for its 67,000 U.S. employees.",0
6/22/22,American Airlines,"Despite recent federal changes meant to better include gender-diverse travelers, most U.S. airlines still require passengers to select “male” or “female” when booking a ticket.",0.2
10/10/20,American Airlines,United and Delta have been boasting to lenders about fat margins in frequent-flier mile programs. Time for customers to pay a bit more attention.,0.5
7/17/20,American Airlines,She was the first woman hired to command the cockpit for a major American airline on scheduled flights and the first woman to achieve the airline rank of captain.,-0.0475
6/1/22,American Airlines,"With cheeky names like Play and Breeze, at least eight new low-cost airlines have entered the market since 2020. Here’s what to consider (potential headaches included) before buying a ticket.",-0.054545455
4/15/22,American Airlines,"Supplies are not keeping up with demand, and costs may go higher, experts say.",0.25
3/11/20,American Airlines,"One doesn’t find outright panic in airports and on airplanes across the United States. Rather, it’s anguish that the next sneeze might be the fateful one.",0
11/2/21,American Airlines,The chief executive of American Airlines called the violent encounter on a California-bound flight from New York last week “one of the worst displays of unruly behavior we’ve ever witnessed.”,-0.332727273
11/19/20,American Airlines,"Even as the White House downplays the coronavirus threat, health officials warned against traditional gatherings with those from outside the immediate household.",0
12/29/22,American Airlines,It’s been a disastrous week for the budget airline. But its influencers are prepared to defend their brand.,-0.7
2/12/20,American Airlines,"A federal watchdog says the agency allowed 150,000 flights on planes that had not been proved airworthy.",0
4/18/22,American Airlines,"The nation’s largest airlines dropped the requirement within hours of the ruling, but New York’s M.T.A. said its passengers must still wear a mask for now.",0.136363636
2/5/22,American Airlines,A flight attendants’ union said the decision was “unsafe and irresponsible.”,0
12/25/21,American Airlines,"Airlines have found themselves short staffed during the busy holiday travel season, as the number of coronavirus infections in the U.S. spikes.",0.05
8/11/20,American Airlines,"The Transportation Security Administration found three times as many guns per million passengers this July compared with last, the agency said.",0.25
12/3/20,American Airlines,"Emotional support animals are considered pets instead of service animals under the new rules, which go into effect next month.",0.045454545
11/28/21,American Airlines,"The 26-year-old man, whose name was not released, was taken into custody by border agents, officials said.",0
2/14/22,American Airlines,"An American Airlines flight from Los Angeles to Washington, D.C., was diverted to Kansas City, Mo., after a man tried to open an exit door and was subdued by crew members and other passengers.",-0.041666667
1/9/20,American Airlines,Here’s what you need to know.,0
4/11/22,American Airlines,"Debra Messing expounds on the preciousness of life in a production that aspires to convey eloquent whimsy, but too often feels methodically sentimental.",-0.25
1/8/20,American Airlines,"The Boeing jet went down near Tehran, killing at least 176 people. “All possible versions of what occurred must be examined,” including an attack, Ukraine’s president said.",-0.088888889
1/21/22,American Airlines,"The retaliatory move came after the Chinese government canceled American, Delta and United flights to China after some passengers tested positive for the coronavirus.",0.075757576
1/8/20,American Airlines,Here’s what you need to know.,0
1/31/20,American Airlines,"Americans who are currently in China should consider leaving, United States officials said.",0
4/14/20,American Airlines,"Once travel picks up again, there may be good news for member of loyalty programs. Here’s how to maximize your rewards.",0.7
8/26/21,American Airlines,"For cabin crews, the peak travel season has turned into a chronic battle involving frequent delays, overwork and unruly passengers that leaves them feeling battered by the public and the airlines.",0.05
3/21/20,American Airlines,The federal government bungled its response to the coronavirus. But leaders around the country give us reason to hope.,0
12/4/20,American Airlines,Not many of us are jet-setting around the world this year. Take those loyalty points and put them to good use.,0.225
1/9/22,American Airlines,Bad weather and staff shortages are still a problem. But airlines are also trying to deal with the traditional slowdown in travel in January.,-0.35
12/29/20,American Airlines,"American Airlines used the plane, which was grounded in March 2019 after two fatal crashes, on a flight from Miami to New York.",0.068181818
3/18/20,American Airlines,A consensus is building around the simple expedient of sending cash to every American. Politicians need to move quickly.,0.111111111
9/9/22,American Airlines,"In a career full of firsts, she was the first woman to serve on the Civil Aeronautics Board as well as a distinguished economist and academic.",0.2
7/8/20,American Airlines,"Airlines vowed to bring social distancing to the air. In practice, some are and some aren’t.",0.033333333
2/15/20,American Airlines,You’re either a recliner or you’re not. There appears to be no middle seat here.,0
10/21/20,American Airlines,"This month, United Airlines and American Airlines furloughed more than 32,000 employees. Many of them are wondering when, or if, they’ll fly again.",0.45
9/10/21,American Airlines,"Apple led the losses, but companies relying on the end to pandemic-related precautions took a beating, too.",0
3/9/20,American Airlines,Four men with ties to the security services are on trial in absentia in the Netherlands. The evidence is expected to be embarrassing for the Kremlin.,-0.1
3/12/20,American Airlines,"With little clarity on the rules of the 30-day suspension set to take effect on Friday, many are feeling stranded and confused.",-0.029166667
6/25/21,American Airlines,Tribalism accounts for much of the meanness of the moment.,0.2
11/24/20,American Airlines,"Americans have agonized over Thanksgiving this year, weighing skyrocketing numbers — more than 2,200 U.S. deaths from Covid-19 were reported on Tuesday for the first time since May 6 — and blunt warnings from the Centers for Disease Control and Prevention against the need, after a grim and worrying year, to gather with family for a traditional, carbohydrate-laden ritual.",-0.0625
12/20/21,American Airlines,"Across the United States, coronavirus cases are surging and the Omicron variant is spreading, throwing the scheduling of schools, concerts and sports leagues into question. Just days away from a holiday weekend, Americans are also grappling with whether to change their traveling or gathering plans.",0
2/10/21,American Airlines,"The N.B.A. has long required the playing of the national anthem before games, but the league gave teams permission to skip the ritual this season.",-0.05
10/19/20,American Airlines,"More than a million people passed through airport checkpoints on Sunday, the first time the Transportation Security Administration has screened that many people since mid-March.",0.416666667
11/19/20,American Airlines,"The United States has set yet another record: 183,000 new daily cases.",0.068181818
8/30/21,American Airlines,"Italy will require unvaccinated travelers from the United States to quarantine for five days and asks that vaccinated travelers take a coronavirus test. In other parts of Europe, the shift seems more symbolic so far.",0.158333333
1/29/21,American Airlines,Here’s what happened when investors using apps like Robinhood began wagering on a pool of unremarkable stocks.,0
6/28/21,American Airlines,"The celebrity chef dishes on restaurant reopenings, delivery apps and his $80 million Food Network deal.",0
4/14/22,American Airlines,"We underestimate the extreme trauma that society has endured, and still lives with, at our own peril.",0.2375
5/27/22,American Airlines,This is likely to be one of the busiest travel periods since the start of the pandemic.,0
4/25/20,American Airlines,"As virus cases increase, Americans overseas wonder if it is better to take a commercial flight back to the United States — even if it means interacting with people who could infect them.",0.166666667
1/20/20,American Airlines,"Barra Grant’s autobiographical solo play plumbs her fraught relationship with her mother, the famous politician and beauty queen Bess Myerson.",0.25
10/7/21,American Airlines,"The president spoke in Chicago, where United Airlines recently announced a vaccine mandate for its 67,000 U.S. employees.",0
9/30/20,American Airlines,,0
1/26/21,American Airlines,"Beginning Tuesday, travelers flying into the United States from any other country must present proof of a negative test for the coronavirus. The State Department is also urging Americans to avoid traveling abroad for nonessential reasons, warning that those who test positive or cannot access a test could get stuck abroad for an extended period of time — and that for them, assistance from the U.S. government will be limited.",-0.053831169
12/22/21,American Airlines,Earning airline status gets both harder and easier as airlines retool their loyalty programs.,-0.1
1/29/20,American Airlines,Naama Issachar had been sentenced to seven and a half years in prison for a small amount of marijuana. The case was linked to the American extradition of a Russian man.,-0.104166667
11/18/20,American Airlines,"It will take weeks, if not months, for American, United and Southwest to get the plane back into service — and reassure travelers about its safety.",0
3/21/22,American Airlines,The model involved in the China crash represents nearly 17 percent of the commercial aircraft in operation.,0.05
9/1/20,American Airlines,Two commercial pilots approaching the city’s main airport reported a man out for a high-altitude spin. The F.B.I. is looking into it.,0.055555556
4/23/22,American Airlines,Airlines are struggling to find enough pilots and to diversify a profession that has been very resistant to change.,0.1
2/7/20,American Airlines,"American officials say that for weeks, China has ignored all offers of help from disease-fighting agencies.",0.05
5/21/20,American Airlines,"New security and health policies at airports and on planes will make traveling this summer a bit stranger and, officials hope, safer.",0.136363636
7/6/20,American Airlines,"Before the pandemic, airlines worried about not being able to replace retiring baby boomers. Eager recruits expect to bear the brunt of layoffs.",0.5
4/20/22,American Airlines,"The poll was conducted in all 50 states, just before a federal judge struck down a mask mandate for public transportation, prompting many major airlines and transit agencies to drop their mask requirements.",0.101736111
2/27/20,American Airlines,"“If you’re interested in the Great Wall and ancient sites, Alaska also offers spectacular natural sites,” said one Anchorage tourism official.",0.37
2/10/21,American Airlines,U.S. visitors usually mean big business for Canada’s tourism industry. But the pandemic has blunted lonesomeness for the country’s best friend.,0.229166667
9/1/21,American Airlines,"The majority of airport lounges serving international passengers remain closed, but domestic locations are reopening — offering varying experiences, that is. Here’s what air travelers need to know.",-0.033333333
1/19/21,American Airlines,"The average price for a one-way domestic flight dropped to $135 last summer, its lowest level in at least two decades, according to analysis of federal data.",-0.1125
12/17/21,American Airlines,"Gary Kelly appeared at the committee hearing with other airline officials on Wednesday. Each was unmasked for at least part of the hearing, as were many senators.",0.025
7/20/20,American Airlines,"More than 90 companies listed on the S&P 500 report their latest earnings this week. So far, 73 percent of blue-chip companies that have released second-quarter results beat analyst expectations, according to FactSet. Can they keep it up?",0.366666667
7/30/21,American Airlines,"Federal aviation officials said they, along with the F.B.I., were investigating the report of a person in a jetpack flying over Los Angeles.",0
1/26/21,American Airlines,"Furloughs, passengers who won’t wear masks and tense political confrontations contributed to a year of perpetual chaos for flight attendants. “It’s insane,” one veteran attendant said.",-0.226666667
9/15/21,American Airlines,"New York Times photographers around the United States spent the past six months documenting the coronavirus economy. As its path veered, so did our sense of where the finish line was.",-0.071212121
6/8/20,American Airlines,"After months of staying at home during the pandemic, Americans are heading to vacation destinations like Florida and national parks.",0
1/20/21,American Airlines,Eastern Iowa Airport will ask a handful of short screening questions and take the temperature of each departing passenger.,0
4/5/21,American Airlines,Companies like Delta are caught between Democrats focused on social justice and populist Republicans. They face major political consequences no matter what they do.,0.031944444
10/19/21,American Airlines,"Large companies, including G.E., have cited a requirement, which President Biden announced in September, that federal contractors be vaccinated when introducing mandates.",0.214285714
9/2/21,American Airlines,Community leaders are planning to approach the Biden administration and congressional lawmakers to press for passage of two federal voting rights laws.,0
7/17/20,American Airlines,"Delta Air Lines has told pilots it will not furlough them for a year if they accept a 15 percent cut to guaranteed pay, according a memo sent to staff on Friday.“Our approach is to spread the work of a smaller airline among all our pilots to preserve all jobs — that would be unheard of in our history,” John Laughter, senior vice president of flight operations, said in the memo, which was reviewed by The New York Times.",0.068181818
12/28/22,American Airlines,"Airlines may provide vouchers or reimbursements, or there may be places to sleep within the airport.",0
7/23/21,American Airlines,"Amid staff shortages, wild weather and the coronavirus, flights may be prone to last-minute changes. Here’s what you need to know if yours is one of them.",0.1
2/16/20,American Airlines,"Though there are only a few known cases in the U.S., the coronavirus outbreak has left some Asian-Americans feeling an unsettling level of public scrutiny.",-0.14
1/22/22,American Airlines,"A 29-year-old man from Galway, Ireland, was charged after his disruptive behavior aboard a flight from Dublin to John F. Kennedy International Airport on Jan. 7.",0
6/18/21,American Airlines,"The bloc recommended that its 27 member nations lift a ban on nonessential travel from the United States, but each country will decide for itself.",0
4/11/20,American Airlines,Airlines and movie theaters are hurting. Grocery stores and streaming services are raking it in.,0
11/19/21,American Airlines,"Selections from the current Weekend section, including a review of Adele's new album, “30.”",0.068181818
2/24/21,American Airlines,The engines on certain Boeing 777s have experienced a number of failures.,0.507142857
1/7/22,American Airlines,"Selections from the current Weekend section, including a preview of “Euphoria” and other TV shows coming this winter.",-0.0625
1/25/20,American Airlines,"Facing the brunt of scrutiny in the United States, Chinese-Americans have also scrambled to help friends and family in China.",0
1/21/20,American Airlines,"The company told airlines it did not expect regulators to approve the plane to fly until June or July, the latest in a string of setbacks.",0.65
4/9/20,American Airlines,"Passengers looking to fly to and from regional airports are feeling the brunt of airline cuts even more than those in bigger hubs, with many cancellations and circuitous routes.",0.45
4/3/20,American Airlines,"As the coronavirus spreads, American tourists say the State Department was slow to inform citizens of the challenges in returning home.",-0.15
7/14/21,American Airlines,"Delta’s quarterly profit, which was buoyed by $1.5 billion in federal stimulus money, was still down 55 percent from the same quarter in 2019.",-0.077777778
12/14/20,American Airlines,Reducing trade with China was supposed to happen in 2020. But demand for Chinese goods has soared amid pandemic lockdowns.,0
1/12/21,American Airlines,"Following the Jan. 6 riot in the U.S. capital, the travel industry is taking precautions to keep workers and others safe.",0.25
1/27/21,American Airlines,"Boeing lost more than $11.9 billion last year, its worst year ever, as it struggled to overcome the crisis surrounding its 737 Max jet as it also endured the disastrous slowdown in global aviation caused by the coronavirus pandemic.",-0.24
4/2/21,American Airlines,"They should still wear masks but no quarantines are necessary, the agency said in new guidance that cited growing data about the effectiveness of the shots.",0.068181818
4/4/22,American Airlines,"After older people and nursing home residents, no other group seems to have been hit harder.",0.043055556
10/1/20,American Airlines,"House Democrats on Thursday pushed through a $2.2 trillion stimulus plan that would provide aid to families, schools, restaurants, businesses and airline workers, advancing a wish list with little chance of becoming law.",0.13125
8/21/21,American Airlines,Families continued to swarm the airport in hopes of getting aboard American military planes. U.S. officials are now worried that Islamic State might launch an attack to damage the Taliban’s sense of control.,-0.05
6/8/22,American Airlines,"A merger of Spirit with either Frontier or JetBlue would create the fifth-largest airline in the United States, which could better compete with the nation’s dominant carriers.",0.5
1/23/20,American Airlines,"Health officials said they were keeping the Texas A&M student, who had traveled to China, isolated at home.",0
10/15/20,American Airlines,"Federal officials are looking into the second such sighting in just six weeks. Two airline pilots previously spotted a man in a jetpack at an altitude of 3,000 feet.",-0.055555556
12/28/22,American Airlines,"While carriers like Delta, American Airlines and United bounced back after severe winter weather wreaked havoc on holiday travel, the low-cost carrier canceled thousands of flights. Here’s why.",0
1/5/20,American Airlines,The couple met in 2013 while in graduate school at Middle Tennessee State University.,0
6/11/22,American Airlines,"Inflation is a tricky problem, but it has a few clear causes and consequences, and policymakers are working to bring it to heel.",-0.05
6/30/20,American Airlines,"The E.U. and other European countries will begin welcoming some nonessential travelers on July 1, but Americans will not be on the list, at least at first. Here, answers to travelers’ questions.",-0.04375
11/5/21,American Airlines,"In an era of climate change and virus concerns, it’s a challenging time to keep fliers loyal. Here is how U.S. airlines are trying to keep up.",0.416666667
12/19/21,American Airlines,"Fear of the virus is causing some to rethink their holiday plans, while others say they will proceed, perhaps with more caution.",0.5
6/23/20,American Airlines,"European Union officials are racing to agree on who can visit the bloc as of July 1 based on how countries of origin are faring with new coronavirus cases. Americans, so far, are excluded, according to draft lists seen by The New York Times.",0.093181818
4/25/22,American Airlines,"Meta, Apple, Amazon and others will report their first-quarter earnings.",0
7/27/22,American Airlines,"No longer just for the flying elite, these havens from chaos are easier to get into now, with the crowds to prove it.",0
7/8/21,American Airlines,"The European Union has reopened to visitors from the United States, but the traffic has not been two-way. There are few clues as to when that will change.",-0.1
8/5/20,American Airlines,"Airlines are fine-tuning their cleaning procedures — where they clean, how frequently and with which tools. This is what the new processes look like.",0.201010101
3/5/22,American Airlines,"All across the country, small groups of military veterans are hungry for what they see as a righteous fight to defend freedom against an autocratic aggressor.",-0.175
3/5/22,American Airlines,"All across the country, small groups of military veterans are hungry for what they see as a righteous fight to defend freedom against an autocratic aggressor.",-0.175
10/22/21,American Airlines,"A recent C.D.C. rabies rule, pricey pet ‘tickets’ and limits on animals in airline cabins are making traveling with a pet more complicated.",0
2/8/20,American Airlines,The United States has no plans to conduct additional evacuations from China though some Americans are asking for help.,0
11/1/21,American Airlines,"The Labor Department has completed a draft of an emergency standard, which is under review. When it is released, a flurry of corporate vaccine mandates is expected to follow.",-0.033333333
4/13/22,American Airlines,"Delta said its March operations were profitable, despite rising fuel costs. It reported a first-quarter loss, but revenue exceeded its forecast.",0
12/9/20,American Airlines,Flying with a small child is difficult enough. Now try to get one to keep their mask on.,-0.25
2/23/20,American Airlines,We took the same walk together every time he played in Dallas. But it was the 17-year-old I first met in Los Angeles in 1996 that I can’t stop thinking about.,0.125
7/30/22,American Airlines,The planes were grounded for more than a year over quality concerns. The agency will still inspect them before they are handed over to customers.,0.5
3/29/22,American Airlines,Twenty-one Republican state attorneys general filed a lawsuit against the Biden administration on Tuesday to block the federal mask mandate on public transportation.,0.025
9/27/21,American Airlines,Covid’s partisan pattern is growing more extreme.,0.1875
4/6/21,American Airlines,Democrats are coming to business’ political aid over social issues. That’s not as big a shift as it might seem.,0.011111111
4/16/20,American Airlines,"The coronavirus pandemic has shown how close to the edge many Americans were living, with pay and benefits eroding even as corporate profits surged.",0.25
6/26/21,American Airlines,"In 1947, the legendary journalist John Gunther published “Inside U.S.A.,” a best-selling 900-page portrait of the country. Robert Gottlieb revisits the book, revealing a reporter with an eagle eye and a limitless appetite for facts.",1
10/1/20,American Airlines,"American employers continue to cut jobs, signaling new anxiety about the course of the coronavirus pandemic and uncertainty about further legislative relief.",0.045454545
1/13/22,American Airlines,"The airline said it lost $408 million in the final three months of 2021, but added that performance was expected to recover with a strong spring and summer travel season.",0.111111111
3/18/20,American Airlines,"When travel restrictions abruptly were put into place, thousands had no way to get home from Morocco and other countries. And Americans say the government is not helping.",-0.125
9/25/22,American Airlines,There’s gloom on Wall Street. JetBlue and American Airlines face an antitrust trial. And investors can begin buying shares of the luxury sports carmaker Porsche.,-0.066666667
5/3/22,American Airlines,"Interned during World War II, he went to Congress and later served in the cabinets of Presidents Bill Clinton and George W. Bush.",0
4/20/22,American Airlines,"Many travelers removed their masks after a judge struck down a federal mandate for public transit. Health experts voiced concern, but President Biden said it was now up to individuals.",0.114814815
4/20/22,American Airlines,“You can’t let Florida make health decisions for the entire country!” Colbert said.,0
4/19/22,American Airlines,"The decision to wear a mask is “up to them,” President Biden told reporters during a trip.",0
5/5/22,American Airlines,The F.A.A. also introduced a “zero tolerance” policy against poor passenger behavior earlier this year.,-0.2
7/29/22,American Airlines,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,-0.125
10/7/20,American Airlines,The changes airlines are making to survive present a mixed bag for consumers. But cheaper flights are one benefit.,0
1/24/20,American Airlines,"Airline stocks, exposed to the impact of travel restrictions related to China’s coronavirus outbreak, were hard hit.",-0.145833333
4/28/21,American Airlines,"“I’ve got to be honest: I’m going to miss wearing a mask.” Fallon joked on Tuesday. “The adult acne made me feel young, you know?”",0.266666667
1/22/20,American Airlines,The Broadway premiere of Charles Fuller’s 1981 drama finds premonitions of today in the story of a 1944 murder.,0
7/14/22,American Airlines,"Teams usually fly on commercial airlines, but that will change for the W.N.B.A. finals. This could be good news for players’ health, finances and game.",0.275
1/26/20,American Airlines,"Airlines are suspending direct flights to mainland China, and U.S. health officials are warning travelers to avoid all nonessential trips to the country, the center of the outbreak.",0
3/25/20,American Airlines,Wall Street executives have warned the Trump administration of another Great Depression if Americans don’t get back to work soon.,0.4
10/23/20,American Airlines,We teamed up with local news organizations across the country to document the lives of a dozen Americans who found themselves out of work in the pandemic.,0
12/23/21,American Airlines,"Vyvianna M. Quinonez, 28, bloodied a flight attendant in May on a Southwest Airlines flight to San Diego, prosecutors said.",0.2
2/28/20,American Airlines,America has always known haves and have-nots. But what was a tiered system is morphing into a caste system.,0
11/3/20,American Airlines,"During the current pandemic surge, how risky is it to travel during what is normally one of the busiest seasons? And how is the industry making it safer? Here’s what you need to know.",0.075
5/26/21,American Airlines,"Shifting flight schedules, varying hotel flexibility and new tech: A lot has changed since the last time you packed that passport.",0.068181818
4/25/20,American Airlines,It is the third multibillion-euro lifeline extended this past week by the French government to companies battered by the pandemic.,-0.083333333
10/7/22,American Airlines,A revival of the musical about the Declaration of Independence underlines the gender imbalance among the Founding Fathers — and everything else.,0
9/6/21,American Airlines,Several networks will air specials timed to the 20th anniversary of Sept. 11. And “American Crime Story” will return for a third season.,0
12/24/21,American Airlines,"United Airlines, Delta, JetBlue and Allegiant were among those canceling flights, the latest blow to the holiday season.",0.5
4/10/20,American Airlines,The latest on stock market and business news during the coronavirus outbreak.,0.5
4/14/21,American Airlines,"Airfare, typically purchased well in advance, can be a barometer of how the public is feeling about the pace of recovery, and summer fares are surging.",-0.083333333
4/25/20,American Airlines,"Belarus, led by a virus-denying autocrat, has imposed no lockdowns. Brazil’s leader, who has played down the virus, faces an uncertain future.",-0.077777778
7/13/20,American Airlines,California’s governor announced a sweeping rollback of the state’s reopening and Los Angeles and San Diego school districts will be online-only in the fall. Dr. Anthony Fauci returned to the White House.,0
3/16/20,American Airlines,"The fast-spreading virus has put an end to movies, date nights and other economic activity, prompting some economists to call a U.S. recession.",0.0375
10/12/21,American Airlines,"Numerous airline executives say no, but a growing number of politicians and medical experts say it is worth following Canada’s lead before holiday travel commences.",0.075
12/22/20,American Airlines,"Travel restrictions might make sense, but what this country really needs is better disease surveillance.",0.35
11/1/22,American Airlines,"If the Federal Reserve’s chair, Jerome H. Powell, and his colleagues look at company earnings reports, these themes might catch their eye.",0
8/11/22,American Airlines,"Spend 15 hours a week loading baggage at the airport or passing out towels at the pool, and you can see Europe for a fraction of the usual cost.",-0.25
5/15/22,American Airlines,Domestic travel has returned faster than international. And some destinations like Las Vegas are rebounding more quickly than big cities like New York.,0.161616162
12/10/21,American Airlines,Why do Americans say the economy is in rough shape? Because it is.,-0.1
5/13/21,American Airlines,"Here are the plans for productions so far, including old favorites, brand-new musicals and some that were just getting started.",0.1
1/31/20,American Airlines,Most foreign nationals will not be allowed to enter the United States if they’ve been to China in the preceding two weeks.,0.1875
4/14/21,American Airlines,Here’s what a recent trip through Miami International Airport looked like for a New York Times reporter.,0.045454545
6/30/20,American Airlines,"Mergers and buyouts work, but they can exacerbate economic inequality. Here are some different strategies.",0.1
9/2/22,American Airlines,The D.O.T. says its new interactive chart is compelling many U.S. airlines to publicly commit to pay for things like hotels and meals when flights are canceled or significantly delayed. But does it have teeth?,0.262272727
7/27/22,American Airlines,The company said it was close to restarting deliveries of its 787 Dreamliner plane and was on track to end the year with positive cash flow.,0.227272727
8/8/22,American Airlines,"To better understand the obstacles faced by wheelchair users, The Times sent a reporter and a photographer to document one man’s plane trip. Here’s what they saw.",0.225
11/24/22,American Airlines,"The man, Merrill Darrell Fackrell, 41, of Syracuse, Utah, was on a JetBlue flight from New York to Salt Lake City when he held the blade near a passenger’s throat, federal prosecutors said.",0.118181818
1/10/21,American Airlines,The 737-500 that crashed near Jakarta was a 26-year-old workhorse without the new technology that plagued the 737 Max.,0.118181818
6/15/20,American Airlines,The latest on stock market and business news during the coronavirus outbreak.,0.5
9/22/21,American Airlines,"The tech giant has changed its playbook this year to rebut criticism, using its algorithm to promote positive stories about itself.",0.113636364
3/15/22,American Airlines,"Gas prices in the United States were lower on Tuesday. Stock markets rose, with the gains on Wall Street led by airlines.",0.6
1/26/22,American Airlines,The aircraft maker took a $3.5 billion charge because of problems in addressing Dreamliner flaws to the F.A.A.’s satisfaction.,0
8/16/21,American Airlines,Images of desperate Afghans clinging to departing military planes underscored America’s blunders after 20 years in the country.,-0.35
5/12/20,American Airlines,"As nations loosen rules, new clusters in places that seemed to have tamed the virus show how hard success is to sustain. In Wuhan, a seemingly small cluster led to a giant response — tests for the entire city.",-0.017550505
2/11/21,American Airlines,"Comparing the Biden plan with one by Senate Republicans, and with the relief packages over the past year.",-0.25
4/29/21,American Airlines,Let’s shut. It. Down.,-0.155555556
10/2/20,American Airlines,"Lawmakers approved the measure along party lines, even as Speaker Nancy Pelosi said a late-stage agreement with the administration was still possible.",0
5/18/21,American Airlines,The federal government is undertaking the largest stimulus program in American history. The payoff could be more widely shared than usual.,0.0375
3/24/21,American Airlines,Mia Bay’s history recounts how modes of transportation first seen as possible escapes from degradation and danger succumbed to the stubborn forces of segregation.,0.125
3/21/22,American Airlines,"No fault has been found, but the company, which has been trying to overcome a recent legacy of design and production troubles, is likely to get scrutinized.",0
8/19/21,American Airlines,Proof of vaccination has become increasingly vital to accessing local restaurants and distant countries alike. Our columnist takes a deeper dive into what that means for travelers.,0
12/24/20,American Airlines,A detention order had been applied to four men accused in the American journalist’s abduction and murder even after their convictions were overturned.,0
